Source,FeatureID,Alt name,Constr,Period,Subperiod,BackupID,LocShort,LocLong
B2.J.106a,MU-IE0018e,wall a of block E,,Punic,,2cd3a65968f10f873956a384b523d01d,"G.II.12,16","G.II.12; G.II.16"
B2.J.106a,MU-IE0004r,,,Punic,,5ba169db19553526c606995d9b65bc8d,"H.II.9,10,13,14","H.II.9; H.II.10; H.II.13; H.II.14"
B2.J.106a,MU-IE0005r,,,Punic,,5622e0431a1c2552c719f27f6dabd6e4,"H.II.10,11,14,15; H.III.1,2,5","H.II.10; H.II.11; H.II.14; H.II.15; H.III.1; H.III.2; H.III.5"
B2.J.106a,MU-IE0006e,,,Punic,,884b18bc95491f743f948ec6de3fb3e3,H.III.5,H.III.5
B2.J.106a,MU-IE0007r,,,Punic,,5e6e06d31b2fcc2e63014b03a3f2fb79,"G.III.4,8; H.III.1,5","G.III.4; G.III.8; H.III.1; H.III.5"
B2.J.106a,MU-IE0013r,,,Punic,,837d66d27d16e687a71be3c00ab66e78,G.III.4,G.III.4
B2.J.106a,MU-IE0014r,wall f of block E,,Punic,,5b2d5d5805377d1b19c2f68c7d02cbec,"G.II.16; G.III.4","G.II.16; G.III.4"
B2.J.106a,MU-IE0010e,wall c of block E,,Punic,,01dfe2f9be2dbf178bca3ca739222b7e,G.III.4,G.III.4
B2.J.106a,MU-IE0008e,wall b of block E,,Punic,,7fb15515703bd8d8a58faaa61d75080f,"G.III.3,4","G.III.3; G.III.4"
B2.J.106a,MU-IE0017e,wall e of block E,,Punic,,34d21340c052c580a231b07c07aed499,G.II.16,G.II.16
B2.J.106a,MU-IE0015e,wall f of block E,,Punic,,0b5275e44c478888a46be84441a5b4d6,"G.II.16; H.II.13","G.II.16; H.II.13"
B2.J.106a,MU-IE0011r,,,Punic,,1d4d9ad3faa021e9fda65faccd715e31,"G.II.16; G.III.4","G.II.16; G.III.4"
B2.J.106a,MU-IE0016e,wall β of block E,,Punic,,69ff7e5a7cfc4df67571b2ae58749306,G.II.16,G.II.16
B2.J.106a,MU-IE0021e,n of block E,,Punic,,c6f5e2370be5d05bd69f1f915b9e4044,G.II.16,G.II.16
B2.J.106a,MU-IE0009e,wall a of block E,,Punic,,d39ad64e361bbfb5ed4ba8d4c0cb08cf,"G.II.15,16; G.III.3","G.II.15; G.II.16; G.III.3"
B2.J.106a,MU-IE0012e,wall d of block E,,Punic,,986f9483c1ecc8e3595b3104bbd0211f,G.II.16,G.II.16
B2.J.106a,MU-IE0023e,wall g of block E,,Punic,,dc6ee161eb452107050e6df8cfea13bf,H.II.13,H.II.13
B2.J.106a,MU-IE0024e,wall h of block E,,Punic,,c9356da08a161183f21fc63464f12da5,H.II.13,H.II.13
B2.J.106a,MU-IE0025e,,,Punic,,1d73c0c9f044ee7b151e5d6cca41a3ca,H.II.13,H.II.13
B2.J.106a,MU-IE0030e,wall γ of block E,,Punic,,3f8a9a8f0c299b59ca62d70fa76f86e5,H.II.13,H.II.13
B2.J.106a,MU-IE0029e,k of block E,,Punic,,764e5c7050c932ecc9b52f201b87c238,H.II.13,H.II.13
B2.J.106a,MU-IE0027e,i of block E,,Punic,,6305b2850969d9e1a7d72d6061ffa59f,H.II.13,H.II.13
B2.J.106a,MU-IE0026e,l of block E,,Punic,,b02011a1cf4fdc0c4e303b2dd275d2bc,H.II.13,H.II.13
B2.J.106a,MU-IE0019r,wall m of block E,,Punic,,963b88f7f688476a7e406a0a7c1db396,"G.II.12,16","G.II.12; G.II.16"
B2.J.106a,MU-IE0020e,wall m of block E,,Punic,,4420358abf2688ca6c281cfc714924d7,"G.II.16; H.II.13","G.II.16; H.II.13"
B2.J.078a-1,MU-IB0024e,,,Punic,,1fe7e25e3f2f2560b02571cca6c859b9,"F.III.11,14,15,16","F.III.11; F.III.14; F.III.15; F.III.16"
B2.J.078a-1,MU-IB0023r,,,Punic,,9b6ef5d3f1957a6645ba966d34ecbf8d,"F.III.15,16; F.IV.4","F.III.15; F.III.16; F.IV.4"
B2.J.078a-1,MU-IB0028e,,,Punic,,f0a4d58bb205a04c59cbbae0ffc6c659,"F.III.11,15","F.III.11; F.III.15"
B2.J.078a-1,MU-IB0018e,,,Punic,,68c018a75d918cc8bd672e955da98008,"F.III.7,8,11,12,16","F.III.7; F.III.8; F.III.11; F.III.12; F.III.16"
B2.J.078a-1,MU-IB0025r,,,Punic,,78c29ddc56c7e15c574071e115a73514,F.III.11,F.III.11
B2.J.078a-1,MU-IB0022e,,,Punic,,2187a9d4acdd38342f9814364fa1766c,F.III.16,F.III.16
B2.J.078a-1,MU-IB0021r,,,Punic,,05d93652fc2194790159b3f435f29923,"F.III.12,16; G.III.9","F.III.12; F.III.16; G.III.9"
B2.J.078a-1,MU-IB0020e,,,Punic,,81e2e0c6416f51a26befe53c7562c611,"F.III.12; G.III.9","F.III.12; G.III.9"
B2.J.078a-1,MU-IB0016e,,,Punic,,06f21033e91c698e0acdaa4aae83ed56,G.III.9,G.III.9
B2.J.078a-1,MU-IB0014e,,,Punic,,a3f53cb2ad14b645743a6e677bdb1ea7,G.III.5,G.III.5
B2.J.078a-1,MU-IB0011e,,,Punic,,3e27258885faa203c9e5514c3b813215,"F.III.4,8; G.III.1,5","F.III.4; F.III.8; G.III.1; G.III.5"
B2.J.078a-1,MU-IB0013r,,,Punic,,ee0885ae7562b531b273541e8096d1e4,G.III.5,G.III.5
B2.J.078a-1,MU-IB0015r,,,Punic,,4abe233803e9e2cbf2e0b849f680d402,"G.III.5,9","G.III.5; G.III.9"
B2.J.078a-1,MU-IB0019r,,,Punic,,2ca77eb2a9ab76ed5db0da44fed2b3ec,"F.III.12; G.III.9","F.III.12; G.III.9"
B2.J.078a-1,MU-IB0017r,,,Punic,,c16538ddbd19a069c3aed7d1dc2016da,"F.III.12; G.III.9","F.III.12; G.III.9"
B2.J.078a-1,MU-IB0012r,,,Punic,,931577a1e1dd1ed772ab74b8bd30a7cb,"F.III.8; G.III.5","F.III.8; G.III.5"
B2.J.078a-1,MU-IB0005r,,,Punic,,effd7c65e2b7efd9b7ca92b2de4daf52,"F.III.4,8","F.III.4; F.III.8"
B2.J.078a-1,MU-IB0010e,,,Punic,,015fcee9fc3636d29a7f778a112ddb5f,"F.III.4,8","F.III.4; F.III.8"
B2.J.078a-1,MU-IB0006e,,,Punic,,1d22d066331c71e8ea029018b06f003d,"F.III.4,8","F.III.4; F.III.8"
B2.J.078a-1 (assumed that wall continued under PI-B0009e),MU-IB0007r,,,Punic,,06edb59addb2f5522560784b925f49b3,"F.III.4,7,8,11","F.III.4; F.III.7; F.III.8; F.III.11"
B2.J.078a-1,MU-IB0008e,,,Punic,,4415be51edb9a6bb4fb5e48b2f2dd9ab,"F.III.7,11","F.III.7; F.III.11"
B2.J.078a-1,MU-IB0009r,,,Punic,,1d48eb81c3bfb4b0b677ec4f54c0fc64,F.III.7,F.III.7
B2.J.078a-1,MU-IB0004e,,,Punic,,ec475629f036595de4969196f9da809b,"F.III.3,4","F.III.3; F.III.4"
B2.J.078a-1,MU-IB0002e,,,Punic,,6218c49a44748da51de107939144b721,F.III.3,F.III.3
B2.J.078a-1,MU-IB0003r,,,Punic,,93ae3c8eb38a80114d16496ab388a282,F.III.3,F.III.3
B2.J.078a-1,MU-IB0001r,,,Punic,,cfacacddfea7c298f4b02d5feac9c64a,"F.III.3,6,7","F.III.3; F.III.6; F.III.7"
B2.J.078a-1,MU-IB0027e,,,Punic,,0f77a35f54be26ced5454282a1ea6632,"F.III.10,11","F.III.10; F.III.11"
B2.J.078a-1,MU-IB0026e,,,Punic,,b080b8964ab3c40fb377c29a0c272c14,F.III.10,F.III.10
B2.J.078a-1,MU-IC0031r,,,Punic,,f54a1bfdc532b00d6b882f7d968ff21b,"G.IV.4,8","G.IV.4; G.IV.8"
B2.J.218,MU-IC0030e,,,Punic,,2c083bb9fc81492b0cf9bd2280965be6,"G.III.16; G.IV.4","G.III.16; G.IV.4"
B2.J.218,MU-IC0033e,,,Punic,,fdbd288e93ae55ab4f3c33f9ff8954d6,"G.III.16; H.III.9,13","G.III.16; H.III.9; H.III.13"
B2.J.078a-1,MU-IC0026e,,,Punic,,5cf4013c71f3c9e83963e889e3c8e6b6,"H.III.9,13","H.III.9; H.III.13"
B2.J.078a-1,MU-IC0025r,,,Punic,,27fa87102930a24095d6d91f9bcf0911,H.III.9,H.III.9
B2.J.078a-1,MU-IC0027r,,,Punic,,89ebbe558c7ad9cbfd0a9761475e2886,"H.III.9,13","H.III.9; H.III.13"
B2.J.078a-1,MU-IC0028e,,,Punic,,726f0f26c34864cbd429ca653eab0224,"H.III.13; H.IV.1","H.III.13; H.IV.1"
B2.J.078a-1,MU-IC0034e,,,Punic,,f02dca6c8956458010729dad9710507c,"H.III.13,14","H.III.13; H.III.14"
B2.J.078a-1,MU-IC0029r,,,Punic,,789b34db2782639c63252df5cda19d3d,"G.IV.4,8; H.III.13,14; H.IV.1,5","G.IV.4; G.IV.8; H.III.13; H.III.14; H.IV.1; H.IV.5"
B2.J.078a-1,MU-IC0035r,,,Punic,,4bf6553bf73fafb7f28c1856769ff99f,H.III.14,H.III.14
B2.J.218,MU-IC0007e,,,Punic,,133e2c1c01fb5050f0e124b007b1b026,"G.III.15; G.IV.3,4","G.III.15; G.IV.3; G.IV.4"
B2.J.218 (assumed feature continues under PI-E0001e as shown in B2.J.078a-1),MU-IC0006r,,,Punic,,91e0b597f1ea81c11db414d62281acfb,"G.III.16; G.IV.4","G.III.16; G.IV.4"
B2.J.218,MU-IC0005e,,,Punic,,62310b119211aafd493a2a06fb5263c5,"G.III.12,16","G.III.12; G.III.16"
B2.J.218,MU-IC0004r,,,Punic,,3c5dd70344e5e6514f8df8c1f7987983,"G.III.12,16","G.III.12; G.III.16"
B2.J.078a-1,MU-IC0003r,,,Punic,,f08f73f6e6099ba347a5e5ea789d6982,"G.III.7,11,12","G.III.7; G.III.11; G.III.12"
B2.J.078a-1,MU-IC0008r,,,Punic,,b2f08b8e750d13cbaf2dd7783cfd3a9d,"G.III.15,16","G.III.15; G.III.16"
B2.J.218,MU-IC0019e,,,Punic,,f5760e9a30101b0e8b5090b0ddf59605,G.III.15,G.III.15
B2.J.218,MU-IC0020r,,,Punic,,9a77bff0d616b48ee7acaed8b28d01f3,G.III.15,G.III.15
B2.J. 078a-1,MU-IC0018r,,,Punic,,5ae20ab065e3b3728ac827ac90ab3f49,"G.III.11,15","G.III.11; G.III.15"
B2.J. 078a-1,MU-IC0017e,,,Punic,,3594dabcc8fdad24e92aa775b4dea551,"G.III.6,7,10,11","G.III.6; G.III.7; G.III.10; G.III.11"
B2.J. 078a-1,MU-IC0022e,,,Punic,,d8701b7cb3e7ab7dea5de38993ff8db5,G.III.11,G.III.11
B2.J. 078a-1,MU-IC0024e,,,Punic,,b720e6fd694ae9a843a858931705dc0e,G.III.11,G.III.11
B2.J. 078a-1,MU-IC0023r,,,Punic,,9303b27d6c71abd68377f070adc2fdd3,G.III.11,G.III.11
B2.J. 078a-1,MU-IC0021r,,,Punic,,49da150a2387116218d3e8269d310c65,G.III.11,G.III.11
B2.J. 078a-1,MU-IC0001r,,,Punic,,de0548d625dd5c36b0a458eb08f3d0c3,"G.III.7,11","G.III.7; G.III.11"
B2.J. 078a-1,MU-IC0002e,,,Punic,,1cca3a7d5fccfdb365fdb858ea862ca9,"G.III.7,11","G.III.7; G.III.11"
B2.J.218,MU-IC0016r,,,Punic,,dbb34dba480b3425af82ca3723967637,"G.III.10,14","G.III.10; G.III.14"
B2.J.078a-1,MU-IC0010r,,,Punic,,db1501140150a0c8661c9770681c3a49,G.IV.3,G.IV.3
B2.J.010a,MU-IA0017e,,,Punic,,2b1c59e83d42bf9735b84c0ecb9075f8,G.IV.15,G.IV.15
B2.J.010a,MU-IA0004e,,,Punic,,63e34bd55b3b7ff5f503e7dec965e3a9,"G.IV.13,14","G.IV.13; G.IV.14"
B2.J.010a,MU-IA0007e,,,Punic,,de94cd212f8ebe911f07abf2e185db32,"G.IV.10,14","G.IV.10; G.IV.14"
B2.J.010a,MU-IA0018e,,,Punic,,b57e247d2392abc4c77ac8e78ae369b5,G.V.3,G.V.3
B2.J.010a,MU-IA0014e,,,Punic,,cc73c3af87b4cfd7ac9447985349ac89,"G.IV.11,15","G.IV.11; G.IV.15"
B2.J.010a,MU-IA0012e,,,Punic,,d7f917c483f39e53e1e9546edc36f4c2,G.IV.10,G.IV.10
B2.J.010a,MU-IA0016e,,,Punic,,3f54bc6a5404d49dcba1962a18424c01,G.IV.16,G.IV.16
B2.J.010a,MU-IA0002e,,,Punic,,9a450626f7aa6ee6b1cd327938884c99,"F.V.4; G.V.1","F.V.4; G.V.1"
B2.J.010a,MU-IA0003r,,,Punic,,3773740b1a00550de555b7006efda91b,G.V.1,G.V.1
B2.J.010a,MU-IA0015r,,,Punic,,f5823e7216105268dd4c7b2243a40a5a,"G.IV.11,12,15,16","G.IV.11; G.IV.12; G.IV.15; G.IV.16"
B2.J.010a (assumed feature continues under later wall),MU-IA0013r,,,Punic,,f59c02a71acc8ed9bb153b565192b536,"G.IV.10,11","G.IV.10; G.IV.11"
B2.J.010a,MU-IA0011r,,,Punic,,5559eb85cb41433f571216ba595ea1dc,"G.IV.5,9,10","G.IV.5; G.IV.9; G.IV.10"
B2.J.010a,MU-IA0010e,,,Punic,,fec4833a81d50b9aa1e326a7a7d20000,"G.IV.5,9","G.IV.5; G.IV.9"
B2.J.010a,MU-IA0009r,,,Punic,,a4b103ea10b31ecf0bc2535856fe9fb4,"G.IV.5,9","G.IV.5; G.IV.9"
B2.J.010a,MU-IA0006e,,,Punic,,148d14869ac54bc33e7c3220ca30b7de,G.IV.9,G.IV.9
B2.J.010a,MU-IA0019e,,,Punic,,83ed359a3edfd05ff93e09e655e834c8,G.V.2,G.V.2
B2.J.010a,MU-IA0020e,,,Punic,,4fc78bf1e81d74087ff4482bc6f5a449,G.V.2,G.V.2
B2.J.010a,MU-IA0008e,,,Punic,,a15c96000a6fdc250cde9e2d8b013f90,"F.IV.12; G.IV.9","F.IV.12; G.IV.9"
"B2.J.147 (assumed analagous to MU-SK0001e through MU-SK0016r, but with identical construction to MU-SH0001e)",MU-SX0016r,,rubble linked with earth,Roman,Phase 1,edd07f95f3181da6822ec08eadd38a5f,"F.V.16; G.V.4,6,7,8,9,10,11,13; H.IV.14,15; H.V.1,2,3,5","F.V.16; G.V.4; G.V.6; G.V.7; G.V.8; G.V.9; G.V.10; G.V.11; G.V.13; H.IV.14; H.IV.15; H.V.1; H.V.2; H.V.3; H.V.5"
"assumed analagous to MU-SX0016r, symmetrical about AX-016, as shown in D1990.K.151; assumed W side abutting MU-SX0013r",MU-SX0017r,,rubble linked with earth,Roman,Phase 1,8721ab150c69a9b71a06aaa8355ca0c9,"G.V.16; G.VI.2,3,4,5,6,7; H.V.7,8,10,11,12,13,14","G.V.16; G.VI.2; G.VI.3; G.VI.4; G.VI.5; G.VI.6; G.VI.7; H.V.7; H.V.8; H.V.10; H.V.11; H.V.12; H.V.13; H.V.14"
assumed original length and width of PI-B0001e were about 1.8 m,PI-B0026r,pile B1,,Roman,"Phase 1, Phase 2",c511cfe374692b76317ebf77f3a24153,"E.IV.1,2","E.IV.1; E.IV.2"
assumed original length and width of PI-B0005e was about 1.8 m,PI-B0027r,,,Roman,"Phase 1, Phase 2",bcf31c6660bb26ef2f5f934f9dfb4e26,E.III.12,E.III.12
assumed original length and width of PI-B0015e were about 1.8 m,PI-B0028r,pile B15,,Roman,"Phase 1, Phase 2",bb8551a056aa60bda5bbd2603beb0d15,G.II.12,G.II.12
assumed original length and width of PI-B0017e were about 1.8 m,PI-B0029r,,,Roman,"Phase 1, Phase 2",2b28ed8d70ed635044bedee157d0f544,H.II.6,H.II.6
assumed original length and width of PI-B0018e were about 1.8 m,PI-B0030r,,,Roman,"Phase 1, Phase 2",7a86f381be8738286256d35bc843a6e5,"H.II.6,7","H.II.6; H.II.7"
"assumed location halfway between PI-B0015e and PI-B0017e; assumed original length and width about 1.8 m",PI-B0016r,,,Roman,"Phase 1, Phase 2",1a0a6d4feff450c6e3c29f5f6e98d1b2,"H.II.5,9","H.II.5; H.II.9"
assumed location along the sevenths between PI-B0001e and MU-SE0001e,PI-B0025h,,,Roman,"Phase 1, Phase 2",58cc39fa979f401737571a2f23c58d50,"E.IV.1,5","E.IV.1; E.IV.5"
assumed location along the sevenths between PI-B0001e and MU-SE0001e,PI-B0024h,,,Roman,"Phase 1, Phase 2",36f7412a516a1ac96bd02653a8aae00f,"D.IV.4,8","D.IV.4; D.IV.8"
assumed location along the sevenths between PI-B0001e and MU-SE0001e,PI-B0023h,,,Roman,"Phase 1, Phase 2",6772808c079ea7465f1df770f6682f6c,"D.IV.7,8","D.IV.7; D.IV.8"
assumed location along the sevenths between PI-B0001e and MU-SE0001e,PI-B0022h,,,Roman,Phase 1,0889a655d8d9efe1bf198d090584474b,"D.IV.6,7,11","D.IV.6; D.IV.7; D.IV.11"
assumed location along the sevenths between PI-B0001e and MU-SE0001e,PI-B0021h,,,Roman,Phase 1,d612db38dcad2a56a9ee17c8f10742eb,D.IV.10,D.IV.10
assumed location along the sevenths between PI-B0001e and MU-SE0001e,PI-B0020h,,,Roman,Phase 1,a2837e5e8367c536cecd6d9281f3240d,"D.IV.9,10","D.IV.9; D.IV.10"
assumed location along the sevenths between PI-B0001e and MU-SE0001e,PI-B0019h,,,Roman,Phase 1,e83a0d9433c023a255c59b1f5596515f,"C.IV.12,16; D.IV.9,13","C.IV.12; C.IV.16; D.IV.9; D.IV.13"
"B2.J.144, B1.P.100a, B2.J.010a (assumed N side flush with AX-022, assumed S side flush with MU-AS0006e; assumed E and W sides even with limits of MU-AS0006e)",MU-SX0004e,,,Roman,"Phase 1, Phase 2",6a4ab79852d80eae7575f77c48c74e7e,"E.III.4,6,7,8,10,11; F.II.14,15; F.III.1,2,5","E.III.4; E.III.6; E.III.7; E.III.8; E.III.10; E.III.11; F.II.14; F.II.15; F.III.1; F.III.2; F.III.5"
"B1.J.100b (for construction, see Deneauve 1983: 95)",MU-SX0049e,,opus caementicium,Roman,Phase 2,71c97c013e25fbdc0a7319983db010bf,"D.V.10,11","D.V.10; D.V.11"
"B1.J.100b (for construction, see Deneauve 1983: 95)",MU-SX0048e,,opus caementicium,Roman,Phase 2,a18bd6e2878caa20c217c4cef12e93da,"D.V.7,8,11,12","D.V.7; D.V.8; D.V.11; D.V.12"
B1.J.100b,MU-SM0001e,wall M,opus caementicium,Roman,Phase 2,2a84155f597272c7e8c262d46fc13dd7,"D.V.8,12; E.V.5,9","D.V.8; D.V.12; E.V.5; E.V.9"
B1.J.100b,MU-SM0002e,wall M,opus caementicium,Roman,Phase 2,0ed0dadd311ead182dea3e1f117b7126,"E.V.14; E.VI.2,3,6,7","E.V.14; E.VI.2; E.VI.3; E.VI.6; E.VI.7"
"B1.J.100b (for subtype, see G1990.P.571 and Deneauve 1983: 95)",MU-SD0001e,"wall D, Lapeyre's wall",,Roman,"Phase 1, Phase 2",9364a98dde51249909e635ed693e0f54,"D.V.4,7,8; E.V.1,5","D.V.4; D.V.7; D.V.8; E.V.1; E.V.5"
B2.J.010a,MU-SM0003r,wall M,,Roman,Phase 2,f90cdf4295f540f5fba1274c60de31a2,"D.V.8; E.V.5,9,10,13,14; E.VI.1,2","D.V.8; E.V.5; E.V.9; E.V.10; E.V.13; E.V.14; E.VI.1; E.VI.2"
"G1990.P.571 (assumed E side flush with AX-019; assumed N side flush with AX-019; assumed N side width of 4.0 m as shown in Deneauve 1983: 105 fig. 8)",MU-SM0004r,wall M,,Roman,Phase 2,1ccd280f82fe24b48c971b5c4c4705c4,"E.VI.2,3,6,7,8,10,11,12,15,16; E.VII.4,8; F.VI.13; F.VII.1,5,6,9,10,13,14,15; F.VIII.2,3,4,7,8","E.VI.2; E.VI.3; E.VI.6; E.VI.7; E.VI.8; E.VI.10; E.VI.11; E.VI.12; E.VI.15; E.VI.16; E.VII.4; E.VII.8; F.VI.13; F.VII.1; F.VII.5; F.VII.6; F.VII.9; F.VII.10; F.VII.13; F.VII.14; F.VII.15; F.VIII.2; F.VIII.3; F.VIII.4; F.VIII.7; F.VIII.8"
G1990.P.571,MU-SD0009r,"wall D, Lapeyre's wall",,Roman,"Phase 1, Phase 2",1d8add34fe556f93855ebc72e1555524,"D.V.4,8; E.V.1","D.V.4; D.V.8; E.V.1"
"G1990.P.571; D1990.K.151 (assumed W side flush with and perpendicular to AX-001, which is not quite as depicted in D1990.K.151 but does match G1990.P.571; assumed W side width same as E side)",MU-SD0008r,"wall D, Lapeyre's wall",,Roman,"Phase 1, Phase 2",2614814dbbe5ecf81301d51d1f70e199,"C.V.16; D.V.6,7,8,9,10,11,13","C.V.16; D.V.6; D.V.7; D.V.8; D.V.9; D.V.10; D.V.11; D.V.13"
"D1990.K.151 and G1990.P.571 (assumed W side flush with and perpendicular to AX-001; assumed W side width same as E side)",MU-SX0050r,,opus caementicium,Roman,Phase 2,adc651dee8c67cc2784698cdcb26f495,"C.V.16; C.VI.4; D.V.9,10,11,13,14; D.VI.1","C.V.16; C.VI.4; D.V.9; D.V.10; D.V.11; D.V.13; D.V.14; D.VI.1"
"D1990.K.151 and G1990.P.571 (assumed E side width of 2.1 m as shown in Deneauve 1983: 105 fig. 8; assumed W side width same as E side; assumed N side flush with AX-019)",MU-SX0052r,,opus caementicium,Roman,Phase 2,5a633576b581a3568eaeffa11b0320d8,"E.VIII.12,15,16; E.IX.3,4; F.VIII.6,7,9,10,11,13","E.VIII.12; E.VIII.15; E.VIII.16; E.IX.3; E.IX.4; F.VIII.6; F.VIII.7; F.VIII.9; F.VIII.10; F.VIII.11; F.VIII.13"
"D1990.K.151 and G1990.P.571 (assumed W side flush with AX-001; assumed N and S side widths of 4.40 m following Deneauve 1983: 95)",MU-SX0051r,,opus caementicium,Roman,Phase 2,feb26f2ac10db5e5e4b4d0252c031d29,"C.VI.4,8; D.V.13; D.VI.1,5,6,9,10,11,14,15; D.VII.2,3,4,7,8,11,12,16; E.VII.9,13,14; E.VIII.1,2,5,6,7,10,11,14,15,16","C.VI.4; C.VI.8; D.V.13; D.VI.1; D.VI.5; D.VI.6; D.VI.9; D.VI.10; D.VI.11; D.VI.14; D.VI.15; D.VII.2; D.VII.3; D.VII.4; D.VII.7; D.VII.8; D.VII.11; D.VII.12; D.VII.16; E.VII.9; E.VII.13; E.VII.14; E.VIII.1; E.VIII.2; E.VIII.5; E.VIII.6; E.VIII.7; E.VIII.1"
"D1990.K.151 and G1990.P.571 (assumed S side flush with AX-019; assumed W and E side widths of 1.1 m)",MU-SX0028r,wall D',,Roman,"Phase 1, Phase 2",55c76c0d6ca69efbf3fa0b6d8e78e5de,"E.VIII.16; E.IX.3,4; F.VIII.4,7,8,9,10,11,13,14; G.VII.12,14,15,16; G.VIII.1,2,3,5; H.VII.4,6,7,8,9,10; I.VI.11,12,13,14,15,16; I.VII.1,2; J.VI.2,3,5,6,7,9","E.VIII.16; E.IX.3; E.IX.4; F.VIII.4; F.VIII.7; F.VIII.8; F.VIII.9; F.VIII.10; F.VIII.11; F.VIII.13; F.VIII.14; G.VII.12; G.VII.14; G.VII.15; G.VII.16; G.VIII.1; G.VIII.2; G.VIII.3; G.VIII.5; H.VII.4; H.VII.6; H.VII.7; H.VII.8; H.VII.9; H.VII.10; I.VI.11;"
"D1990.K.151 and G1990.P.571 (for dimensions see Deneauve 1983: 105 fig. 8; assumed E side abutting MU-SX0027h, as with MU-SF0009r; other assumptions are too numerous to include here - see section in my thesis on tracing the walls mirroring D, F, and G)",MU-SX0026h,wall F',,Roman,Phase 2,6bc7a724294c92792caed86d82f38b41,"I.V.16; I.VI.4J.V.9,10,13,14","I.V.16; I.VI.4; J.V.9; J.V.10; J.V.13; J.V.14"
"D1990.K.151 and G1990.P.571 (for dimensions see Deneauve 1983: 105 fig. 8; assumed E side abutting MU-FA0078h and Mu-AR0076h; other assumptions are too numerous to include here - see section in my thesis on tracing the walls mirroring D, F, and G)",MU-SX0023h,wall G',,Roman,"Phase 1, Phase 2",648bcb62e82d8bf75a3940204bed52f7,"I.V.16; J.V.4,7,8,9,10,11,13; K.IV.14,15; K.V.1,2,3,5","I.V.16; J.V.4; J.V.7; J.V.8; J.V.9; J.V.10; J.V.11; J.V.13; K.IV.14; K.IV.15; K.V.1; K.V.2; K.V.3; K.V.5"
"assumed 10.1 m away from MU-SX0028r and constant width of 2.3 m (see Deneauve 1983: 105 fig. 8); assumed N and S sides perpendicular to AX-020; assumed W side at limits of H.VII.16 (see Byrsa III: 140)",MU-SX0047r,,,Roman,"Phase 1, Phase 2",705cfa0df369431137bc9a01d3dac77a,"H.VII.12,16; I.VII.4,6,7,8,9,10,11,13; J.VI.11,12,14,15,16; J.VII.1,2,3,5","H.VII.12; H.VII.16; I.VII.4; I.VII.6; I.VII.7; I.VII.8; I.VII.9; I.VII.10; I.VII.11; I.VII.13; J.VI.11; J.VI.12; J.VI.14; J.VI.15; J.VI.16; J.VII.1; J.VII.2; J.VII.3; J.VII.5"
"assumed constant width of 2.3 m, following Deneauve 1983: 105 fig. 8; assumed N and S sides perpendicular to AX-020; assumed W side flush with AX-001",MU-SX0046h,,,Roman,"Phase 1, Phase 2",657d223e3d21366a86fefed76124bf7f,"E.IX.8,12; F.VIII.16; F.IX.2,3,4,5,6,7,9; G.VIII.7,8,9,10,11,12,13,14; G.IX.1; H.VII.14,15,16; H.VIII.1,2,3,5,6","E.IX.8; E.IX.12; F.VIII.16; F.IX.2; F.IX.3; F.IX.4; F.IX.5; F.IX.6; F.IX.7; F.IX.9; G.VIII.7; G.VIII.8; G.VIII.9; G.VIII.10; G.VIII.11; G.VIII.12; G.VIII.13; G.VIII.14; G.IX.1; H.VII.14; H.VII.15; H.VII.16; H.VIII.1; H.VIII.2; H.VIII.3; H.VIII.5; H.VIII."
"assumed 58.94 m away from MU-SX0047r and constant width of 1.75 m (Deneauve 1983: 98, 105 fig. 8); assumed N and S sides perpendicular to AX-020; assumed W side at limits of J.X.9,13 (see Byrsa III: 140)",MU-SX0045r,,,Roman,"Phase 1, Phase 2",821ff8533c189984423b6652bd3b0688,"J.X.3,4,6,7,8,9,10,13; K.IX.11,12,13,14,15,16; K.X.1,2; L.IX.5,6,9","J.X.3; J.X.4; J.X.6; J.X.7; J.X.8; J.X.9; J.X.10; J.X.13; K.IX.11; K.IX.12; K.IX.13; K.IX.14; K.IX.15; K.IX.16; K.X.1; K.X.2; L.IX.5; L.IX.6; L.IX.9"
"assumed constant width of 1.75 m, following Deneauve 1983: 105 fig. 8; assumed N and S sides perpendicular to AX-020; assumed W side flush with AX-001",MU-SX0044h,,,Roman,"Phase 1, Phase 2",1d0dcb281cd3a3d09c7b4b90a7b94b60,"G.XI.15,16; G.XII.2,3,4,6; H.XI.4,7,8,9,10,11,13,14; I.X.12,14,15,16; I.XI.1,2,3,5; J.X.9","G.XI.15; G.XI.16; G.XII.2; G.XII.3; G.XII.4; G.XII.6; H.XI.4; H.XI.7; H.XI.8; H.XI.9; H.XI.10; H.XI.11; H.XI.13; H.XI.14; I.X.12; I.X.14; I.X.15; I.X.16; I.XI.1; I.XI.2; I.XI.3; I.XI.5; J.X.9"
